best_of;p2_1stIn;p2_1stWon;p2_2ndWon;p2_SvGms;p2_ace;p2_bpFaced;p2_bpSaved;p2_df;p2_svpt;p2_age;p2_entry;p2_hand;p2_ht;p2_id;p2_ioc;p2_name;p2_rank;p2_rank_points;p2_seed;match_num;minutes;round;score;surface;tourney_date;tourney_id;tourney_level;tourney_name;p1_1stIn;p1_1stWon;p1_2ndWon;p1_SvGms;p1_ace;p1_bpFaced;p1_bpSaved;p1_df;p1_svpt;p1_age;p1_entry;p1_hand;p1_ht;p1_id;p1_ioc;p1_name;p1_rank;p1_rank_points;p1_seed;p1_won
3;43.0;27.0;12.0;10.0;4.0;9.0;6.0;1.0;66.0;24.5;;R;163.0;105676;BEL;David Goffin;15.0;1915.0;2.0;27;;F;7-6(1) 6-1;Grass;20150608;2015-440;A;s-Hertogenbosch;39.0;33.0;8.0;9.0;2.0;3.0;3.0;2.0;55.0;33.38;Q;R;190.0;103917;FRA;Nicolas Mahut;97.0;549.0;;1
3;50.0;41.0;14.0;14.0;21.0;6.0;4.0;3.0;83.0;32.54;;R;188.0;104542;FRA;Jo Wilfried Tsonga;15.0;2490.0;11.0;276;114.0;R32;2-6 7-6(4) 6-2;Hard;20171030;2017-0352;M;Paris Masters;59.0;45.0;16.0;14.0;4.0;3.0;1.0;7.0;96.0;35.86;WC;R;185.0;103898;FRA;Julien Benneteau;83.0;634.0;;1
5;54.0;26.0;17.0;12.0;2.0;13.0;7.0;2.0;87.0;26.94;;R;175.0;105575;LTU;Ricardas Berankis;188.0;290.0;;105;107.0;R128;6-0 6-2 6-4;Clay;20170529;2017-520;G;Roland Garros;49.0;37.0;19.0;12.0;8.0;4.0;4.0;2.0;79.0;35.45;;R;183.0;103893;ITA;Paolo Lorenzi;34.0;1153.0;;1
3;35.0;26.0;15.0;9.0;3.0;2.0;2.0;3.0;60.0;28.54;;L;;105063;ITA;Andrea Arnaboldi;230.0;235.0;;290;73.0;R16;6-3 6-2;Clay;20160711;2016-0316;A;Bastad;27.0;16.0;13.0;8.0;2.0;11.0;8.0;0.0;49.0;26.17;;R;185.0;105539;RUS;Evgeny Donskoy;79.0;700.0;8.0;0
3;43.0;34.0;16.0;11.0;9.0;2.0;1.0;2.0;68.0;21.74;;L;;106210;CZE;Jiri Vesely;49.0;908.0;3.0;15;99.0;R16;7-6(7) 6-3;Clay;20150406;2015-360;A;Casablanca;52.0;34.0;15.0;10.0;3.0;4.0;2.0;2.0;74.0;32.78;;R;183.0;104022;RUS;Mikhail Youzhny;61.0;805.0;;0
3;65.0;53.0;20.0;12.0;14.0;10.0;10.0;6.0;112.0;24.47;;R;188.0;105777;BUL;Grigor Dimitrov;29.0;1315.0;;26;;R32;7-6(3) 7-6(2);Hard;20151102;2015-352;M;Paris Masters;36.0;27.0;26.0;12.0;7.0;0.0;0.0;3.0;76.0;27.09;;R;198.0;105227;CRO;Marin Cilic;11.0;2485.0;12.0;0
3;53.0;39.0;26.0;16.0;14.0;7.0;5.0;4.0;93.0;31.26;;L;188.0;104547;ARG;Horacio Zeballos;78.0;714.0;;277;143.0;R32;6-3 6-7(5) 6-4;Hard;20160801;2016-6116;A;Atlanta;44.0;33.0;24.0;15.0;7.0;6.0;2.0;8.0;92.0;33.16;;R;188.0;104198;ESP;Guillermo Garcia Lopez;52.0;900.0;6.0;0
3;55.0;39.0;19.0;15.0;8.0;10.0;7.0;1.0;87.0;31.64;;R;178.0;104259;GER;Philipp Kohlschreiber;29.0;1240.0;6.0;22;;QF;7-5 3-6 6-3;Grass;20150608;2015-321;A;Stuttgart;50.0;37.0;21.0;15.0;17.0;4.0;2.0;4.0;88.0;28.77;;R;193.0;104792;FRA;Gael Monfils;16.0;1885.0;4.0;1
3;35.0;25.0;7.0;8.0;4.0;6.0;5.0;3.0;51.0;30.71;Q;R;188.0;104871;FRA;Jeremy Chardy;88.0;615.0;;248;66.0;R64;6-3 6-0;Hard;20171030;2017-0352;M;Paris Masters;28.0;16.0;7.0;7.0;0.0;12.0;7.0;4.0;52.0;32.84;;R;183.0;104468;FRA;Gilles Simon;74.0;690.0;;0
5;63.0;39.0;13.0;14.0;3.0;7.0;3.0;1.0;91.0;24.7;Q;R;;105655;JPN;Hiroki Moriya;174.0;294.0;;9;;R128;6-3 6-2 7-6(4);Grass;20150629;2015-540;G;Wimbledon;59.0;49.0;15.0;15.0;15.0;3.0;2.0;2.0;89.0;26.75;;R;198.0;105227;CRO;Marin Cilic;9.0;3540.0;9.0;1
3;50.0;32.0;14.0;10.0;2.0;14.0;12.0;3.0;82.0;26.42;;R;163.0;105676;BEL;David Goffin;10.0;3055.0;9.0;295;119.0;QF;7-6(3) 6-2;Clay;20170508;2017-M021;M;Madrid Masters;46.0;35.0;13.0;10.0;0.0;5.0;5.0;0.0;66.0;30.93;;L;185.0;104745;ESP;Rafael Nadal;5.0;4375.0;4.0;1
3;55.0;47.0;17.0;16.0;26.0;4.0;2.0;5.0;91.0;23.28;;R;193.0;106401;AUS;Nick Kyrgios;17.0;1935.0;16.0;266;123.0;R64;1-6 7-5 7-5;Hard;20180806;2018-0421;M;Canada Masters;51.0;40.0;23.0;15.0;13.0;6.0;4.0;4.0;98.0;33.36;WC;R;183.0;104527;SUI;Stanislas Wawrinka;195.0;290.0;;1
3;45.0;27.0;4.0;9.0;2.0;9.0;6.0;1.0;57.0;31.85;;R;188.0;104797;UZB;Denis Istomin;91.0;642.0;;275;80.0;R32;6-3 6-3;Clay;20180716;2018-0316;A;Bastad;29.0;24.0;17.0;9.0;0.0;5.0;5.0;2.0;58.0;19.85;WC;R;;144707;SWE;Mikael Ymer;337.0;136.0;;1
3;38.0;31.0;23.0;13.0;6.0;4.0;3.0;5.0;76.0;31.97;;L;193.0;104180;LUX;Gilles Muller;45.0;983.0;8.0;6;104.0;R32;6-3 3-6 6-1;Clay;20150427;2015-7290;A;Estoril;39.0;28.0;19.0;12.0;2.0;6.0;3.0;4.0;79.0;20.11;WC;L;;106393;POR;Frederico Ferreira Silva;280.0;178.0;;0
5;73.0;65.0;23.0;22.0;27.0;4.0;3.0;7.0;113.0;26.52;;R;196.0;105683;CAN;Milos Raonic;7.0;4150.0;6.0;180;160.0;R64;3-6 7-6(7) 6-4 7-5;Grass;20170703;2017-540;G;Wimbledon;85.0;64.0;28.0;21.0;2.0;6.0;4.0;3.0;134.0;35.02;;R;183.0;104022;RUS;Mikhail Youzhny;82.0;640.0;;0
3;56.0;38.0;15.0;11.0;7.0;17.0;14.0;11.0;94.0;27.58;Q;R;;105032;AUS;Samuel Groth;73.0;688.0;;2;98.0;R32;7-5 6-3;Clay;20150517;2015-6120;A;Nice;34.0;31.0;12.0;10.0;2.0;2.0;2.0;3.0;53.0;18.5;;R;;106432;CRO;Borna Coric;53.0;890.0;;1
3;53.0;41.0;19.0;14.0;6.0;6.0;5.0;0.0;84.0;33.05;;R;190.0;104252;GER;Florian Mayer;55.0;843.0;;272;98.0;R32;6-1 6-7(2) 6-4;Hard;20161024;2016-0328;A;Basel;42.0;35.0;24.0;15.0;10.0;13.0;8.0;8.0;99.0;27.46;;R;196.0;105332;FRA;Benoit Paire;44.0;1005.0;;0
3;68.0;55.0;24.0;18.0;15.0;6.0;4.0;4.0;114.0;30.62;;R;198.0;105023;USA;Sam Querrey;13.0;2140.0;1.0;293;153.0;R16;7-5 6-7(6) 7-6(4);Clay;20180521;2018-0322;A;Geneva;67.0;54.0;31.0;18.0;7.0;4.0;3.0;3.0;114.0;28.01;;L;185.0;105550;ARG;Guido Pella;81.0;700.0;;1
5;74.0;60.0;34.0;24.0;11.0;13.0;10.0;6.0;132.0;23.83;;R;185.0;106233;AUT;Dominic Thiem;8.0;3895.0;8.0;218;172.0;R16;6-3 6-7(1) 6-3 3-6 6-3;Grass;20170703;2017-540;G;Wimbledon;105.0;87.0;18.0;24.0;15.0;5.0;4.0;2.0;141.0;31.79;;R;196.0;104607;CZE;Tomas Berdych;15.0;2570.0;11.0;1
3;45.0;34.0;12.0;10.0;2.0;4.0;3.0;1.0;68.0;23.77;;L;;106210;CZE;Jiri Vesely;54.0;828.0;;260;;R64;7-6(3) 6-3;Clay;20170417;2017-0410;M;Monte Carlo Masters;39.0;30.0;14.0;11.0;3.0;10.0;7.0;2.0;72.0;29.65;;L;190.0;104999;GER;Mischa Zverev;35.0;1159.0;;0
3;35.0;21.0;6.0;9.0;2.0;6.0;2.0;1.0;51.0;30.9;;R;178.0;104926;ITA;Fabio Fognini;20.0;1840.0;13.0;275;65.0;R32;6-4 6-2;Clay;20180416;2018-0410;M;Monte Carlo Masters;27.0;25.0;10.0;9.0;4.0;3.0;2.0;3.0;46.0;27.98;;R;;105526;GER;Jan Lennard Struff;61.0;855.0;;1
5;61.0;44.0;15.0;13.0;6.0;8.0;7.0;2.0;91.0;28.5;;R;185.0;105376;GER;Peter Gojowczyk;62.0;827.0;;147;104.0;R128;6-3 6-3 6-1;Hard;20180115;2018-580;G;Australian Open;55.0;31.0;10.0;12.0;1.0;12.0;6.0;2.0;86.0;30.06;;R;183.0;105062;KAZ;Mikhail Kukushkin;69.0;730.0;;0
3;66.0;49.0;19.0;15.0;5.0;7.0;4.0;6.0;108.0;34.61;;R;190.0;104233;DEN;Frederik Nielsen;549.0;56.0;;1;156.0;RR;3-6 6-3 7-6(6);Hard;20180407;2018-M-DC-2018-G2-EPA-M-EGY-DEN-01;D;Davis Cup G2 R2: EGY vs DEN;63.0;41.0;26.0;15.0;0.0;14.0;11.0;3.0;111.0;27.0;;R;;105747;EGY;Karim Mohamed Maamoun;313.0;157.0;;1
3;26.0;21.0;17.0;10.0;3.0;1.0;0.0;1.0;50.0;27.0;;L;;105487;ARG;Facundo Bagnis;82.0;633.0;;281;80.0;R32;6-2 7-5;Clay;20170227;2017-0533;A;Sao Paulo;55.0;31.0;10.0;10.0;1.0;10.0;6.0;1.0;79.0;26.66;;R;180.0;105583;SRB;Dusan Lajovic;105.0;552.0;;0
3;60.0;51.0;14.0;12.0;7.0;4.0;4.0;3.0;85.0;21.02;;R;193.0;106401;AUS;Nick Kyrgios;21.0;1705.0;;281;105.0;R32;7-6(7) 7-6(2);Clay;20160502;2016-M021;M;Madrid Masters;41.0;35.0;20.0;12.0;11.0;0.0;0.0;2.0;73.0;31.1;;R;183.0;104527;SUI;Stanislas Wawrinka;4.0;6460.0;4.0;0
3;8.0;7.0;5.0;3.0;1.0;0.0;0.0;0.0;15.0;29.57;;R;196.0;104607;CZE;Tomas Berdych;8.0;4510.0;6.0;51;32.0;QF;5-2 RET;Clay;20150412;2015-410;M;Monte Carlo Masters;18.0;9.0;5.0;4.0;0.0;4.0;2.0;0.0;28.0;24.29;;R;196.0;105683;CAN;Milos Raonic;6.0;5070.0;4.0;0
5;63.0;51.0;27.0;16.0;13.0;8.0;8.0;1.0;114.0;31.91;;R;190.0;104312;ITA;Andreas Seppi;29.0;1290.0;28.0;165;126.0;R64;7-5 6-4 6-4;Hard;20160118;2016-580;G;Australian Open;40.0;32.0;24.0;16.0;6.0;4.0;1.0;3.0;87.0;23.42;;R;180.0;106045;USA;Denis Kudla;69.0;727.0;;0
3;26.0;20.0;12.0;9.0;1.0;3.0;1.0;4.0;49.0;29.91;;R;188.0;104559;RUS;Teymuraz Gabashvili;85.0;607.0;;17;68.0;R32;6-3 6-4;Clay;20150420;2015-425;A;Barcelona;29.0;23.0;18.0;10.0;2.0;1.0;1.0;0.0;49.0;25.31;;R;178.0;105453;JPN;Kei Nishikori;5.0;5280.0;1.0;1
5;37.0;24.0;23.0;13.0;3.0;6.0;1.0;8.0;87.0;22.12;WC;R;;106216;USA;Bjorn Fratangelo;113.0;491.0;;49;;R128;6-3 6-2 6-4;Hard;20150831;2015-560;G;US Open;45.0;39.0;22.0;14.0;13.0;7.0;6.0;1.0;83.0;29.95;;R;196.0;104607;CZE;Tomas Berdych;6.0;5230.0;6.0;1
3;69.0;50.0;26.0;17.0;4.0;4.0;3.0;2.0;108.0;31.66;;R;178.0;104259;GER;Philipp Kohlschreiber;31.0;1195.0;;1;;R32;7-6(8) 3-6 7-6(5);Grass;20150615;2015-500;A;Halle;78.0;63.0;13.0;16.0;15.0;5.0;3.0;2.0;109.0;33.85;;R;185.0;103819;SUI;Roger Federer;2.0;9165.0;1.0;1
5;44.0;33.0;23.0;13.0;7.0;4.0;3.0;5.0;83.0;31.63;;R;188.0;104198;ESP;Guillermo Garcia Lopez;37.0;1020.0;;76;113.0;R64;6-1 6-3 6-3;Hard;20150119;2015-580;G;Australian Open;43.0;26.0;9.0;12.0;5.0;10.0;4.0;4.0;76.0;25.95;;R;;105292;COL;Alejandro Gonzalez;107.0;519.0;;0
3;39.0;31.0;13.0;9.0;13.0;4.0;4.0;1.0;62.0;22.28;;U;;126610;ITA;Matteo Berrettini;84.0;687.0;;280;74.0;R32;6-4 6-2;Clay;20180723;2018-0314;A;Gstaad;41.0;25.0;6.0;9.0;2.0;5.0;2.0;1.0;57.0;28.7;;R;;105430;MDA;Radu Albot;97.0;598.0;;0
3;45.0;25.0;4.0;10.0;2.0;6.0;1.0;1.0;58.0;35.71;;R;173.0;103607;DOM;Victor Estrella;78.0;705.0;;271;64.0;R32;7-5 6-2;Clay;20160418;2016-0425;A;Barcelona;28.0;22.0;13.0;10.0;2.0;3.0;1.0;4.0;53.0;29.18;;R;188.0;104871;FRA;Jeremy Chardy;33.0;1220.0;13.0;1
3;23.0;17.0;7.0;8.0;2.0;6.0;2.0;7.0;47.0;27.17;;R;180.0;105147;JPN;Tatsuma Ito;105.0;504.0;;24;;QF;6-1 6-4;Hard;20150720;2015-6718;A;Bogota;32.0;24.0;10.0;9.0;9.0;3.0;2.0;2.0;51.0;22.74;;R;193.0;106071;AUS;Bernard Tomic;29.0;1195.0;2.0;1
3;75.0;51.0;18.0;16.0;16.0;8.0;5.0;1.0;106.0;31.74;;R;203.0;104731;RSA;Kevin Anderson;11.0;2620.0;1.0;300;133.0;F;4-6 6-3 7-6(1);Hard;20180212;2018-0424;A;New York;63.0;46.0;12.0;15.0;9.0;7.0;4.0;1.0;95.0;30.35;;R;198.0;105023;USA;Sam Querrey;12.0;2490.0;2.0;0
3;37.0;29.0;13.0;11.0;2.0;5.0;2.0;4.0;66.0;19.81;WC;R;;111577;USA;Jared Donaldson;123.0;480.0;;286;76.0;R16;7-6(4) 6-3;Hard;20160801;2016-6116;A;Atlanta;35.0;30.0;16.0;10.0;9.0;3.0;2.0;4.0;60.0;21.26;;R;193.0;106401;AUS;Nick Kyrgios;18.0;1865.0;2.0;1
5;49.0;38.0;19.0;14.0;3.0;0.0;0.0;2.0;72.0;33.8;;R;175.0;103970;ESP;David Ferrer;8.0;4145.0;8.0;208;105.0;R32;6-1 6-4 6-4;Hard;20160118;2016-580;G;Australian Open;53.0;27.0;21.0;13.0;5.0;9.0;5.0;4.0;85.0;26.07;;R;188.0;105449;USA;Steve Johnson;32.0;1240.0;31.0;0
5;102.0;73.0;25.0;21.0;8.0;15.0;12.0;2.0;147.0;30.1;;R;188.0;104542;FRA;Jo Wilfried Tsonga;15.0;2045.0;14.0;126;226.0;SF;6-3 6-7(1) 7-6(3) 6-4;Clay;20150524;2015-520;G;Roland Garros;82.0;62.0;44.0;22.0;15.0;17.0;16.0;6.0;157.0;30.15;;R;183.0;104527;SUI;Stanislas Wawrinka;9.0;3845.0;8.0;1
3;55.0;38.0;17.0;14.0;12.0;11.0;7.0;3.0;91.0;31.91;;R;196.0;104607;CZE;Tomas Berdych;15.0;2390.0;10.0;242;115.0;R64;3-6 7-6(1) 6-0;Hard;20170814;2017-M024;M;Cincinnati Masters;42.0;37.0;14.0;13.0;17.0;5.0;3.0;7.0;71.0;28.89;;R;198.0;105223;ARG;Juan Martin Del Potro;30.0;1370.0;;1
5;85.0;61.0;22.0;23.0;9.0;10.0;4.0;12.0;137.0;26.89;;R;185.0;105932;RUS;Nikoloz Basilashvili;20.0;1820.0;19.0;185;174.0;R64;3-6 6-3 3-6 6-4 6-3;Hard;20190114;2019-580;G;Australian Open;75.0;49.0;28.0;23.0;13.0;13.0;6.0;7.0;131.0;27.07;Q;U;;105882;ITA;Stefano Travaglia;137.0;401.0;;0
3;40.0;29.0;14.0;10.0;7.0;6.0;4.0;7.0;69.0;20.85;Q;U;;133297;JPN;Yosuke Watanuki;181.0;279.0;;271;93.0;R32;6-4 6-4;Hard;20190218;2019-0499;A;Delray Beach;39.0;32.0;16.0;10.0;7.0;4.0;4.0;1.0;68.0;31.29;;R;185.0;105041;SVK;Lukas Lacko;133.0;423.0;;1
5;52.0;38.0;22.0;14.0;6.0;16.0;13.0;12.0;97.0;31.62;;L;188.0;104269;ESP;Fernando Verdasco;43.0;1045.0;;101;;R32;6-4 6-3 6-4;Grass;20150629;2015-540;G;Wimbledon;55.0;48.0;17.0;15.0;14.0;4.0;4.0;3.0;87.0;30.25;;R;183.0;104527;SUI;Stanislas Wawrinka;4.0;5790.0;4.0;1
5;68.0;44.0;11.0;14.0;0.0;6.0;3.0;2.0;86.0;33.66;;R;183.0;104468;FRA;Gilles Simon;40.0;1080.0;;178;126.0;R64;6-3 6-4 6-4;Hard;20180827;2018-560;G;Us Open;49.0;40.0;23.0;15.0;17.0;2.0;2.0;5.0;85.0;27.67;;R;196.0;105683;CAN;Milos Raonic;24.0;1575.0;25.0;1
3;40.0;32.0;14.0;11.0;3.0;2.0;1.0;5.0;62.0;31.76;;R;188.0;104919;ARG;Leonardo Mayer;55.0;895.0;;272;99.0;R32;7-6(5) 6-4;Clay;20190218;2019-6932;A;Rio De Janeiro;41.0;32.0;18.0;11.0;4.0;2.0;2.0;0.0;65.0;21.79;;U;;144719;ESP;Jaume Munar;66.0;746.0;;1
3;75.0;58.0;20.0;17.0;12.0;8.0;6.0;4.0;115.0;30.43;;R;188.0;104542;FRA;Jo Wilfried Tsonga;17.0;1740.0;3.0;15;;R16;7-6(5) 6-7(8) 6-3;Hard;20150921;2015-341;A;Metz;77.0;57.0;13.0;16.0;8.0;4.0;1.0;3.0;108.0;28.08;Q;L;190.0;104999;GER;Mischa Zverev;291.0;159.0;;0
3;27.0;22.0;7.0;8.0;0.0;1.0;0.0;0.0;41.0;29.51;;R;193.0;104792;FRA;Gael Monfils;16.0;1950.0;13.0;301;68.0;R32;6-1 6-3;Hard;20160307;2016-M006;M;Indian Wells Masters;32.0;18.0;9.0;8.0;1.0;9.0;4.0;3.0;56.0;28.14;;L;188.0;105077;ESP;Albert Ramos;49.0;903.0;;0
3;48.0;39.0;14.0;14.0;9.0;6.0;4.0;2.0;77.0;27.19;;R;183.0;105357;AUS;John Millman;81.0;690.0;;292;98.0;R16;5-7 6-0 6-3;Hard;20160822;2016-6242;A;Winston-Salem;50.0;33.0;11.0;13.0;3.0;9.0;4.0;2.0;78.0;23.09;WC;R;;106216;USA;Bjorn Fratangelo;116.0;535.0;;0
3;52.0;37.0;10.0;11.0;4.0;5.0;3.0;4.0;78.0;31.06;;R;188.0;104871;FRA;Jeremy Chardy;100.0;580.0;;293;82.0;R16;7-5 6-4;Hard;20180305;2018-M006;M;Indian Wells Masters;25.0;25.0;19.0;11.0;2.0;0.0;0.0;0.0;49.0;36.57;;R;185.0;103819;SUI;Roger Federer;1.0;10060.0;1.0;1
5;98.0;70.0;40.0;28.0;18.0;17.0;12.0;4.0;170.0;24.98;;R;185.0;106233;AUT;Dominic Thiem;9.0;3485.0;9.0;220;289.0;QF;0-6 6-4 7-5 6-7(4) 7-6(5);Hard;20180827;2018-560;G;Us Open;110.0;74.0;32.0;26.0;3.0;13.0;7.0;4.0;167.0;32.23;;L;185.0;104745;ESP;Rafael Nadal;1.0;10040.0;1.0;1
3;27.0;15.0;15.0;9.0;1.0;6.0;2.0;2.0;54.0;20.3;;U;;134472;SUI;Antoine Bellier;598.0;52.0;;5;60.0;RR;6-4 6-3;Hard;20170203;2017-M-DC-2017-WG-M-SUI-USA-01;D;Davis Cup WG R1: SUI vs USA;34.0;26.0;9.0;10.0;5.0;4.0;3.0;0.0;46.0;27.11;;R;188.0;105449;USA;Steve Johnson;31.0;1345.0;;1
3;37.0;27.0;15.0;10.0;1.0;3.0;3.0;0.0;58.0;29.02;;R;185.0;105311;POR;Joao Sousa;70.0;760.0;;4;86.0;RR;6-4 6-4;Hard;20180406;2018-M-DC-2018-G1-EPA-M-POR-SWE-01;D;Davis Cup G1 R2: POR vs SWE;54.0;35.0;11.0;10.0;9.0;8.0;6.0;1.0;77.0;21.99;;R;;111200;SWE;Elias Ymer;133.0;418.0;;0
5;91.0;60.0;27.0;23.0;5.0;20.0;14.0;2.0;136.0;33.13;;R;185.0;104112;MON;Benjamin Balleret;735.0;32.0;;2;190.0;RR;3-6 6-4 3-6 6-3 6-4;Hard;20160304;2016-M-DC-2016-G2-EPA-M-MON-LAT-01;D;Davis Cup G2 R1: MON vs LAT;101.0;69.0;31.0;24.0;25.0;19.0;13.0;8.0;166.0;23.65;;U;;108761;LAT;Mikelis Libietis;571.0;57.0;;1
3;63.0;39.0;12.0;12.0;1.0;4.0;1.0;2.0;86.0;19.74;LL;R;;126094;RUS;Andrey Rublev;74.0;647.0;;290;116.0;R16;7-6(5) 7-5;Clay;20170717;2017-0439;A;Umag;55.0;31.0;15.0;12.0;2.0;7.0;3.0;1.0;82.0;27.82;;R;180.0;105413;SVK;Andrej Martin;149.0;372.0;;0
3;36.0;27.0;12.0;10.0;5.0;8.0;4.0;2.0;71.0;19.34;Q;R;;126094;RUS;Andrey Rublev;111.0;518.0;;271;96.0;R32;6-1 7-6(6);Hard;20170220;2017-0496;A;Marseille;44.0;32.0;13.0;9.0;6.0;3.0;2.0;3.0;66.0;29.45;;R;185.0;105011;UKR;Illya Marchenko;93.0;604.0;;1
3;51.0;33.0;6.0;10.0;2.0;10.0;6.0;2.0;72.0;26.12;;R;170.0;106043;ARG;Diego Sebastian Schwartzman;14.0;2110.0;4.0;281;88.0;R32;6-4 6-4;Hard;20181001;2018-0329;A;Tokyo;29.0;23.0;13.0;10.0;3.0;3.0;1.0;4.0;52.0;22.64;Q;R;;106421;RUS;Daniil Medvedev;32.0;1287.0;;1
5;105.0;85.0;25.0;27.0;17.0;15.0;11.0;6.0;164.0;29.48;;R;193.0;104660;UKR;Sergiy Stakhovsky;49.0;929.0;;46;;R128;4-6 7-6(5) 6-2 1-6 9-7;Grass;20150629;2015-540;G;Wimbledon;92.0;68.0;42.0;26.0;9.0;11.0;7.0;9.0;170.0;18.62;;R;;106432;CRO;Borna Coric;40.0;1080.0;;1
3;26.0;14.0;10.0;7.0;0.0;6.0;2.0;0.0;47.0;35.83;;R;183.0;104022;RUS;Mikhail Youzhny;100.0;610.0;;289;63.0;R16;6-1 6-2;Clay;20180423;2018-7648;A;Budapest;25.0;22.0;10.0;8.0;3.0;0.0;0.0;0.0;39.0;34.17;;R;190.0;104312;ITA;Andreas Seppi;55.0;951.0;8.0;1
3;68.0;48.0;28.0;17.0;14.0;4.0;2.0;10.0;115.0;28.85;;R;203.0;104731;RSA;Kevin Anderson;17.0;1870.0;15.0;53;152.0;R64;6-7(5) 7-6(3) 6-4;Hard;20150325;2015-403;M;Miami Masters;62.0;49.0;19.0;17.0;19.0;6.0;3.0;1.0;95.0;27.46;;R;198.0;105023;USA;Sam Querrey;42.0;1040.0;;0
3;38.0;24.0;17.0;9.0;3.0;6.0;4.0;3.0;69.0;29.66;;R;185.0;104593;ESP;Daniel Gimeno Traver;95.0;571.0;;2;84.0;R32;6-4 6-3;Clay;20150406;2015-360;A;Casablanca;23.0;16.0;16.0;10.0;3.0;12.0;7.0;1.0;64.0;31.21;;R;185.0;104291;TUN;Malek Jaziri;89.0;591.0;;0
3;29.0;22.0;11.0;10.0;12.0;4.0;1.0;8.0;54.0;38.02;;R;208.0;103333;CRO;Ivo Karlovic;21.0;1875.0;19.0;259;80.0;R64;6-4 6-3;Hard;20170306;2017-M006;M;Indian Wells Masters;41.0;26.0;20.0;9.0;2.0;7.0;7.0;0.0;69.0;21.44;LL;L;;106415;JPN;Yoshihito Nishioka;70.0;726.0;;1
5;94.0;70.0;21.0;21.0;24.0;9.0;7.0;1.0;137.0;22.25;;R;193.0;106071;AUS;Bernard Tomic;66.0;737.0;;38;169.0;R128;7-5 6-7(1) 6-3 6-2;Hard;20150119;2015-580;G;Australian Open;67.0;47.0;25.0;20.0;3.0;10.0;4.0;2.0;119.0;28.67;;R;180.0;104735;GER;Tobias Kamke;95.0;560.0;;0
3;30.0;21.0;8.0;9.0;4.0;9.0;4.0;2.0;60.0;29.15;WC;R;190.0;105208;LAT;Ernests Gulbis;203.0;258.0;;284;77.0;R32;6-3 6-3;Hard;20171023;2017-0337;A;Vienna;36.0;24.0;11.0;9.0;2.0;5.0;3.0;3.0;55.0;32.82;;R;183.0;104468;FRA;Gilles Simon;74.0;690.0;;1
3;34.0;28.0;10.0;9.0;2.0;5.0;5.0;3.0;50.0;26.62;;R;180.0;105238;UKR;Alexandr Dolgopolov;75.0;670.0;;37;;R16;6-3 6-3;Grass;20150621;2015-741;A;Nottingham;23.0;17.0;11.0;9.0;1.0;5.0;2.0;3.0;47.0;21.8;;R;185.0;106233;AUT;Dominic Thiem;30.0;1225.0;7.0;0
5;42.0;24.0;24.0;13.0;1.0;13.0;9.0;0.0;86.0;22.76;;L;;106415;JPN;Yoshihito Nishioka;256.0;217.0;;116;106.0;R128;6-1 6-4 6-4;Grass;20180702;2018-540;G;Wimbledon;46.0;41.0;20.0;14.0;21.0;5.0;5.0;4.0;78.0;29.76;;R;198.0;105227;CRO;Marin Cilic;5.0;5060.0;3.0;1
3;61.0;34.0;9.0;11.0;1.0;9.0;5.0;1.0;79.0;25.94;;R;172.0;106000;BIH;Damir Dzumhur;32.0;1415.0;2.0;286;100.0;R16;6-2 0-6 6-2;Clay;20180430;2018-7163;A;Istanbul;42.0;28.0;16.0;11.0;2.0;7.0;4.0;2.0;70.0;28.93;;R;;105341;ITA;Thomas Fabbiano;100.0;601.0;;1
3;35.0;28.0;5.0;8.0;3.0;0.0;0.0;0.0;44.0;23.76;Q;R;;106216;USA;Bjorn Fratangelo;150.0;395.0;;282;79.0;R32;6-4 6-1;Clay;20170424;2017-7648;A;Budapest;40.0;24.0;13.0;9.0;0.0;11.0;7.0;3.0;71.0;32.32;;R;183.0;104468;FRA;Gilles Simon;30.0;1280.0;5.0;0
5;48.0;37.0;31.0;15.0;5.0;3.0;2.0;1.0;99.0;21.78;;R;;106432;CRO;Borna Coric;20.0;1735.0;20.0;174;150.0;R64;7-6(4) 6-2 6-3;Hard;20180827;2018-560;G;Us Open;46.0;35.0;13.0;14.0;4.0;5.0;1.0;5.0;76.0;25.43;;R;;106148;ESP;Roberto Carballes Baena;97.0;580.0;;0
5;111.0;73.0;26.0;25.0;8.0;17.0;9.0;10.0;173.0;23.36;;R;;111442;AUS;Jordan Thompson;73.0;691.0;;140;236.0;R128;6-2 7-6(12) 1-6 5-7 6-4;Hard;20170828;2017-560;G;US Open;100.0;66.0;30.0;24.0;15.0;14.0;6.0;6.0;162.0;24.93;;R;185.0;106058;USA;Jack Sock;16.0;2345.0;13.0;0
3;40.0;26.0;9.0;9.0;1.0;7.0;4.0;1.0;59.0;22.67;;R;;111794;POL;Kamil Majchrzak;187.0;297.0;;1;75.0;RR;6-2 6-4;Clay;20180915;2018-M-DC-2018-G2-EPA-M-ROU-POL-01;D;Davis Cup G2 R3: ROU vs POL;28.0;21.0;16.0;9.0;6.0;1.0;1.0;0.0;48.0;27.91;;R;193.0;105657;ROU;Marius Copil;81.0;700.0;;1
