best_of;p2_1stIn;p2_1stWon;p2_2ndWon;p2_SvGms;p2_ace;p2_bpFaced;p2_bpSaved;p2_df;p2_svpt;p2_age;p2_entry;p2_hand;p2_ht;p2_id;p2_ioc;p2_name;p2_rank;p2_rank_points;p2_seed;match_num;minutes;round;score;surface;tourney_date;tourney_id;tourney_level;tourney_name;p1_1stIn;p1_1stWon;p1_2ndWon;p1_SvGms;p1_ace;p1_bpFaced;p1_bpSaved;p1_df;p1_svpt;p1_age;p1_entry;p1_hand;p1_ht;p1_id;p1_ioc;p1_name;p1_rank;p1_rank_points;p1_seed;p1_won
3;56.0;37.0;14.0;11.0;1.0;5.0;4.0;1.0;77.0;27.01;;R;178.0;105453;JPN;Kei Nishikori;5.0;4905.0;3.0;298;101.0;SF;7-6(3) 6-3;Hard;20170102;2017-M020;A;Brisbane;37.0;27.0;10.0;10.0;9.0;2.0;0.0;2.0;61.0;31.77;;R;183.0;104527;SUI;Stanislas Wawrinka;4.0;5315.0;2.0;0
3;46.0;31.0;26.0;14.0;4.0;7.0;5.0;3.0;85.0;32.88;;R;175.0;103970;ESP;David Ferrer;9.0;3865.0;2.0;28;124.0;QF;6-3 4-6 6-2;Clay;20150216;2015-6932;A;Rio de Janeiro;36.0;27.0;14.0;13.0;1.0;5.0;1.0;2.0;69.0;30.89;;R;185.0;104338;ARG;Juan Monaco;66.0;770.0;;0
5;92.0;67.0;37.0;25.0;11.0;19.0;14.0;7.0;166.0;19.42;;L;;133430;CAN;Denis Shapovalov;34.0;1270.0;;2;215.0;RR;3-6 3-6 7-5 6-3 6-4;Hard;20180914;2018-M-DC-2018-WG-PO-CAN-NED-01;D;Davis Cup WG PO: CAN vs NED;99.0;66.0;31.0;24.0;7.0;13.0;8.0;6.0;155.0;31.44;;R;190.0;104898;NED;Robin Haase;44.0;1045.0;;0
3;40.0;26.0;13.0;9.0;4.0;7.0;4.0;2.0;64.0;23.79;;R;188.0;105807;ESP;Pablo Carreno Busta;64.0;755.0;;22;77.0;QF;6-2 6-4;Clay;20150427;2015-7290;A;Estoril;31.0;16.0;6.0;9.0;3.0;9.0;3.0;3.0;54.0;31.97;;L;193.0;104180;LUX;Gilles Muller;45.0;983.0;8.0;0
3;33.0;25.0;10.0;10.0;5.0;5.0;2.0;1.0;63.0;34.15;;R;183.0;103893;ITA;Paolo Lorenzi;52.0;831.0;;297;111.0;QF;7-6(3) 6-2;Clay;20160208;2016-0506;A;Buenos Aires;45.0;33.0;12.0;10.0;2.0;4.0;3.0;1.0;65.0;29.68;;L;185.0;104745;ESP;Rafael Nadal;5.0;4880.0;1.0;1
5;41.0;35.0;19.0;15.0;16.0;3.0;2.0;2.0;68.0;27.73;;R;190.0;105208;LAT;Ernests Gulbis;80.0;701.0;;178;109.0;R64;6-2 7-5 6-3;Clay;20160523;2016-520;G;Roland Garros;60.0;40.0;14.0;14.0;3.0;13.0;7.0;1.0;97.0;27.15;;R;185.0;105311;POR;Joao Sousa;29.0;1275.0;26.0;0
3;29.0;20.0;20.0;10.0;3.0;3.0;2.0;2.0;58.0;19.67;;R;;106432;CRO;Borna Coric;53.0;900.0;16.0;271;96.0;R32;6-4 6-4;Hard;20160718;2016-M035;A;Washington;45.0;31.0;11.0;10.0;1.0;10.0;7.0;4.0;77.0;27.83;;R;173.0;105216;JPN;Yuichi Sugita;106.0;581.0;;0
5;26.0;21.0;5.0;6.0;4.0;1.0;0.0;4.0;42.0;30.37;;R;190.0;105208;LAT;Ernests Gulbis;86.0;657.0;;122;60.0;R128;3-6 3-1 RET;Hard;20190114;2019-580;G;Australian Open;21.0;15.0;11.0;7.0;3.0;4.0;2.0;1.0;43.0;33.8;;R;183.0;104527;SUI;Stanislas Wawrinka;59.0;830.0;;1
3;40.0;28.0;13.0;10.0;4.0;5.0;3.0;4.0;68.0;30.3;;R;196.0;104607;CZE;Tomas Berdych;6.0;4620.0;3.0;299;102.0;SF;6-3 7-6(3);Hard;20160104;2016-0451;A;Doha;45.0;35.0;13.0;11.0;4.0;4.0;3.0;1.0;69.0;28.62;;R;188.0;104925;SRB;Novak Djokovic;1.0;16585.0;1.0;1
3;42.0;28.0;7.0;9.0;6.0;8.0;5.0;2.0;60.0;28.68;Q;L;203.0;104932;FRA;Kenny De Schepper;156.0;376.0;;287;79.0;R16;6-3 6-4;Hard;20160201;2016-0375;A;Montpellier;47.0;36.0;3.0;10.0;0.0;2.0;1.0;0.0;58.0;35.59;;L;193.0;103582;GER;Michael Berrer;121.0;487.0;;1
3;39.0;28.0;18.0;11.0;3.0;6.0;4.0;2.0;67.0;18.48;;R;;200059;CHN;Yibing Wu;332.0;139.0;;1;100.0;RR;7-6(4) 6-4;Hard;20180406;2018-M-DC-2018-G1-AO-M-IND-CHN-01;D;Davis Cup G1 R2: IND vs CHN;53.0;35.0;18.0;11.0;9.0;6.0;3.0;4.0;90.0;23.41;;R;;106368;IND;Ramkumar Ramanathan;132.0;421.0;;0
3;55.0;38.0;14.0;14.0;9.0;9.0;5.0;5.0;91.0;31.07;;L;190.0;104999;GER;Mischa Zverev;63.0;860.0;;278;129.0;R32;7-5 4-6 6-1;Hard;20180917;2018-0341;A;Metz;68.0;45.0;14.0;15.0;1.0;9.0;7.0;0.0;89.0;28.89;LL;U;;120424;GER;Yannick Maden;120.0;470.0;;1
5;43.0;22.0;5.0;10.0;0.0;13.0;6.0;1.0;63.0;18.06;;U;;200125;UKR;Mykyta Mashtakov;1558.0;2.0;;2;77.0;RR;6-0 6-3 6-0;Clay;20170407;2017-M-DC-2017-G1-EPA-M-POR-UKR-01;D;Davis Cup G1 R2: POR vs UKR;35.0;30.0;14.0;11.0;6.0;0.0;0.0;1.0;57.0;28.02;;R;185.0;105311;POR;Joao Sousa;37.0;1080.0;;1
5;70.0;46.0;35.0;22.0;11.0;12.0;7.0;7.0;133.0;20.17;;L;;200005;FRA;Ugo Humbert;139.0;411.0;;179;201.0;R64;7-6(5) 4-6 6-3 7-5;Hard;20180827;2018-560;G;Us Open;69.0;50.0;38.0;22.0;6.0;11.0;7.0;4.0;136.0;33.42;;R;183.0;104527;SUI;Stanislas Wawrinka;101.0;560.0;;1
3;45.0;32.0;21.0;11.0;7.0;4.0;3.0;4.0;80.0;30.22;;R;190.0;104898;NED;Robin Haase;38.0;1028.0;;279;102.0;R32;6-4 7-6(4);Grass;20170626;2017-M016;A;Eastbourne;45.0;30.0;17.0;11.0;5.0;4.0;2.0;3.0;78.0;35.43;;R;190.0;103917;FRA;Nicolas Mahut;76.0;670.0;;0
3;4.0;3.0;5.0;2.0;1.0;0.0;0.0;0.0;9.0;25.71;Q;R;;105916;HUN;Marton Fucsovics;100.0;537.0;;287;13.0;R16;3-0 RET;Hard;20171023;2017-0328;A;Basel;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5.0;30.44;;R;188.0;104919;ARG;Leonardo Mayer;52.0;897.0;;0
3;32.0;17.0;13.0;9.0;5.0;7.0;3.0;1.0;55.0;25.61;;L;190.0;105643;ARG;Federico Delbonis;33.0;1210.0;6.0;295;76.0;QF;6-4 6-3;Clay;20160516;2016-0322;A;Geneva;37.0;28.0;9.0;10.0;6.0;2.0;0.0;2.0;56.0;27.63;;R;198.0;105227;CRO;Marin Cilic;11.0;2715.0;3.0;1
3;19.0;9.0;10.0;8.0;0.0;12.0;6.0;2.0;46.0;34.2;Q;R;183.0;104122;ARG;Carlos Berlocq;66.0;739.0;;284;79.0;R32;6-2 6-2;Clay;20170417;2017-0410;M;Monte Carlo Masters;30.0;18.0;9.0;8.0;1.0;2.0;0.0;1.0;47.0;29.25;;L;188.0;105077;ESP;Albert Ramos;24.0;1625.0;15.0;1
3;27.0;22.0;9.0;7.0;1.0;1.0;1.0;2.0;43.0;27.23;Q;L;188.0;105077;ESP;Albert Ramos;67.0;742.0;;1;60.0;R64;6-1 6-1;Clay;20150412;2015-410;M;Monte Carlo Masters;30.0;13.0;10.0;7.0;0.0;13.0;8.0;3.0;51.0;28.02;LL;R;190.0;104898;NED;Robin Haase;87.0;596.0;;0
3;55.0;36.0;17.0;14.0;5.0;3.0;1.0;0.0;79.0;25.59;;R;188.0;105807;ESP;Pablo Carreno Busta;25.0;1450.0;4.0;295;131.0;QF;6-3 4-6 6-4;Clay;20170213;2017-0506;A;Buenos Aires;57.0;36.0;29.0;15.0;2.0;13.0;9.0;1.0;107.0;29.08;;L;188.0;105077;ESP;Albert Ramos;26.0;1400.0;5.0;0
3;36.0;34.0;15.0;10.0;12.0;3.0;3.0;2.0;60.0;28.76;WC;R;193.0;105154;BRA;Joao Souza;131.0;449.0;;285;86.0;R32;6-2 7-6(3);Clay;20170227;2017-0533;A;Sao Paulo;41.0;30.0;11.0;10.0;1.0;7.0;5.0;3.0;62.0;31.84;;L;188.0;104547;ARG;Horacio Zeballos;71.0;714.0;;0
3;36.0;23.0;11.0;8.0;6.0;9.0;5.0;1.0;64.0;22.63;;R;185.0;106298;FRA;Lucas Pouille;16.0;2061.0;13.0;286;77.0;R16;6-1 6-3;Hard;20161010;2016-5014;M;Shanghai Masters;22.0;21.0;14.0;8.0;5.0;0.0;0.0;3.0;48.0;29.41;;R;190.0;104918;GBR;Andy Murray;2.0;9845.0;2.0;1
3;37.0;24.0;13.0;10.0;2.0;8.0;4.0;5.0;67.0;34.39;Q;R;188.0;104198;ESP;Guillermo Garcia Lopez;81.0;645.0;;287;95.0;R16;6-3 7-6(8);Hard;20171023;2017-0337;A;Vienna;34.0;25.0;19.0;11.0;5.0;4.0;1.0;6.0;75.0;23.66;;R;185.0;106298;FRA;Lucas Pouille;25.0;1780.0;;1
3;90.0;61.0;24.0;18.0;5.0;9.0;7.0;8.0;136.0;24.15;Q;R;;110602;AUT;Dennis Novak;284.0;172.0;;288;176.0;R16;7-6(2) 6-7(5) 7-6(3);Hard;20171023;2017-0337;A;Vienna;63.0;48.0;33.0;18.0;7.0;3.0;1.0;4.0;117.0;22.79;;R;;106378;GBR;Kyle Edmund;63.0;807.0;;1
3;31.0;22.0;8.0;10.0;3.0;4.0;0.0;0.0;51.0;33.27;;R;178.0;104327;BEL;Steve Darcis;58.0;821.0;;273;78.0;R32;7-5 6-3;Grass;20170619;2017-0311;A;Queen's Club;38.0;34.0;13.0;11.0;10.0;4.0;2.0;6.0;71.0;31.75;;R;196.0;104607;CZE;Tomas Berdych;14.0;2570.0;7.0;1
3;17.0;17.0;7.0;6.0;8.0;0.0;0.0;1.0;26.0;31.25;;R;198.0;105023;USA;Sam Querrey;48.0;955.0;;275;51.0;R32;6-1 4-1 RET;Hard;20190107;2019-M001;A;Sydney;25.0;14.0;8.0;6.0;0.0;12.0;8.0;6.0;46.0;34.97;;R;185.0;104291;TUN;Malek Jaziri;42.0;1042.0;;0
3;61.0;43.0;13.0;14.0;3.0;11.0;8.0;0.0;92.0;27.13;;R;178.0;105453;JPN;Kei Nishikori;5.0;4625.0;1.0;293;124.0;R16;5-7 6-2 6-2;Clay;20170213;2017-0506;A;Buenos Aires;56.0;35.0;8.0;14.0;2.0;10.0;4.0;0.0;81.0;24.5;;R;170.0;106043;ARG;Diego Sebastian Schwartzman;50.0;890.0;;0
3;26.0;22.0;10.0;8.0;5.0;0.0;0.0;0.0;36.0;31.35;;L;185.0;104745;ESP;Rafael Nadal;1.0;9875.0;1.0;285;54.0;R32;6-2 6-1;Hard;20171009;2017-5014;M;Shanghai Masters;25.0;18.0;2.0;7.0;4.0;11.0;7.0;5.0;39.0;21.0;;R;;111577;USA;Jared Donaldson;56.0;883.0;;0
3;55.0;34.0;16.0;13.0;3.0;8.0;5.0;1.0;81.0;22.95;;R;193.0;106401;AUS;Nick Kyrgios;24.0;1675.0;4.0;295;92.0;QF;3-6 6-2 6-3;Clay;20180409;2018-0717;A;Houston;44.0;37.0;14.0;13.0;18.0;4.0;3.0;4.0;69.0;39.11;;R;208.0;103333;CRO;Ivo Karlovic;88.0;645.0;;1
3;32.0;24.0;18.0;10.0;5.0;1.0;0.0;1.0;55.0;32.02;;R;180.0;104229;TPE;Yen Hsun Lu;106.0;514.0;;8;;R64;7-6(4) 6-2;Hard;20150823;2015-6242;A;Winston-Salem;36.0;23.0;18.0;10.0;4.0;7.0;4.0;2.0;70.0;28.38;;R;190.0;104898;NED;Robin Haase;79.0;645.0;;0
3;66.0;56.0;26.0;16.0;26.0;6.0;6.0;6.0;125.0;28.01;Q;R;193.0;105657;ROU;Marius Copil;93.0;608.0;;298;151.0;SF;6-3 6-7(6) 6-4;Hard;20181022;2018-0328;A;Basel;59.0;48.0;17.0;15.0;9.0;3.0;1.0;8.0;94.0;21.51;;R;198.0;100644;GER;Alexander Zverev;5.0;5025.0;2.0;0
3;39.0;33.0;12.0;12.0;9.0;5.0;3.0;2.0;68.0;30.63;;R;183.0;104571;CYP;Marcos Baghdatis;53.0;814.0;8.0;282;97.0;R32;7-5 7-5;Hard;20160201;2016-0375;A;Montpellier;50.0;30.0;15.0;12.0;0.0;8.0;4.0;1.0;79.0;28.25;;R;185.0;105041;SVK;Lukas Lacko;109.0;522.0;;0
3;36.0;26.0;17.0;11.0;5.0;9.0;6.0;3.0;76.0;19.75;WC;U;;134472;SUI;Antoine Bellier;538.0;65.0;;271;81.0;R32;6-3 7-5;Clay;20160718;2016-0314;A;Gstaad;39.0;31.0;9.0;10.0;3.0;0.0;0.0;1.0;52.0;22.13;Q;L;;106329;BRA;Thiago Monteiro;110.0;546.0;;1
3;30.0;21.0;10.0;8.0;3.0;5.0;2.0;2.0;53.0;29.23;;R;185.0;105376;GER;Peter Gojowczyk;68.0;786.0;;290;50.0;R16;6-2 6-3;Hard;20181008;2018-5014;M;Shanghai Masters;32.0;28.0;8.0;9.0;15.0;0.0;0.0;1.0;43.0;30.87;;R;188.0;105051;AUS;Matthew Ebden;51.0;974.0;;1
3;31.0;17.0;13.0;10.0;2.0;6.0;1.0;2.0;59.0;33.02;LL;R;190.0;104312;ITA;Andreas Seppi;73.0;700.0;;276;82.0;R32;6-2 7-5;Hard;20170227;2017-0495;A;Dubai;39.0;27.0;10.0;10.0;2.0;2.0;0.0;6.0;58.0;33.29;;L;188.0;104269;ESP;Fernando Verdasco;35.0;1070.0;;1
3;24.0;21.0;17.0;9.0;5.0;2.0;1.0;5.0;56.0;27.2;;R;196.0;105332;FRA;Benoit Paire;24.0;1596.0;4.0;274;70.0;R32;6-0 7-5;Hard;20160718;2016-M035;A;Washington;25.0;15.0;14.0;9.0;0.0;10.0;5.0;5.0;59.0;19.77;Q;R;;111577;USA;Jared Donaldson;153.0;374.0;;0
3;64.0;49.0;19.0;17.0;7.0;6.0;4.0;4.0;99.0;30.98;;R;188.0;104871;FRA;Jeremy Chardy;91.0;605.0;;276;133.0;R32;4-6 7-5 7-5;Hard;20180205;2018-0375;A;Montpellier;54.0;43.0;22.0;17.0;16.0;6.0;3.0;1.0;98.0;19.49;;R;;126774;GRE;Stefanos Tsitsipas;78.0;678.0;;0
3;52.0;40.0;12.0;12.0;8.0;8.0;6.0;2.0;80.0;28.07;;R;185.0;105311;POR;Joao Sousa;37.0;1080.0;15.0;271;105.0;R32;7-6(3) 7-5;Clay;20170424;2017-0425;A;Barcelona;59.0;42.0;10.0;12.0;5.0;3.0;2.0;2.0;74.0;31.99;;L;188.0;104547;ARG;Horacio Zeballos;84.0;634.0;;1
3;29.0;22.0;28.0;12.0;4.0;2.0;1.0;6.0;74.0;30.06;;R;198.0;105227;CRO;Marin Cilic;6.0;4185.0;3.0;288;108.0;R16;7-5 7-6(2);Hard;20181022;2018-0328;A;Basel;39.0;35.0;19.0;12.0;21.0;2.0;2.0;0.0;71.0;28.01;Q;R;193.0;105657;ROU;Marius Copil;93.0;608.0;;1
3;50.0;36.0;22.0;15.0;6.0;7.0;4.0;5.0;92.0;28.67;;L;183.0;105173;FRA;Adrian Mannarino;65.0;766.0;;280;134.0;R32;3-6 7-6(5) 6-4;Hard;20170227;2017-M004;A;Acapulco;48.0;35.0;30.0;16.0;5.0;6.0;3.0;3.0;100.0;19.33;Q;R;;126203;USA;Taylor Harry Fritz;136.0;426.0;;0
3;32.0;20.0;12.0;9.0;5.0;6.0;3.0;1.0;56.0;28.97;;R;188.0;104925;SRB;Novak Djokovic;1.0;16550.0;1.0;300;95.0;F;6-3 6-3;Clay;20160509;2016-M009;M;Rome Masters;38.0;31.0;10.0;9.0;5.0;3.0;3.0;1.0;59.0;28.99;;R;190.0;104918;GBR;Andy Murray;3.0;7525.0;2.0;1
5;60.0;44.0;12.0;15.0;13.0;12.0;7.0;5.0;93.0;30.4;;R;190.0;104898;NED;Robin Haase;36.0;1168.0;32.0;151;114.0;R128;6-3 7-5 6-3;Hard;20170828;2017-560;G;US Open;65.0;48.0;16.0;15.0;3.0;7.0;6.0;1.0;95.0;22.64;;R;;106378;GBR;Kyle Edmund;42.0;1082.0;;1
5;77.0;64.0;31.0;22.0;14.0;10.0;8.0;4.0;133.0;33.18;;L;188.0;104547;ARG;Horacio Zeballos;126.0;438.0;;138;195.0;R128;4-6 7-6(1) 6-4 6-4;Grass;20180702;2018-540;G;Wimbledon;86.0;62.0;30.0;21.0;11.0;12.0;9.0;8.0;143.0;26.91;;R;;105819;ARG;Guido Andreozzi;105.0;535.0;;0
3;42.0;27.0;12.0;9.0;6.0;7.0;4.0;1.0;68.0;28.92;Q;R;180.0;105238;UKR;Alexandr Dolgopolov;41.0;1116.0;;286;60.0;R16;6-4 6-2;Hard;20171009;2017-5014;M;Shanghai Masters;37.0;29.0;8.0;9.0;11.0;1.0;1.0;1.0;46.0;36.17;;R;185.0;103819;SUI;Roger Federer;2.0;7505.0;2.0;1
3;40.0;34.0;12.0;11.0;7.0;1.0;0.0;3.0;61.0;28.66;;R;188.0;104871;FRA;Jeremy Chardy;29.0;1400.0;;13;;R64;6-4 7-6(6);Hard;20151011;2015-5014;M;Shanghai Masters;47.0;39.0;12.0;11.0;18.0;4.0;4.0;2.0;71.0;36.62;;R;208.0;103333;CRO;Ivo Karlovic;21.0;1575.0;;1
3;57.0;42.0;10.0;12.0;4.0;9.0;8.0;1.0;77.0;26.84;;R;180.0;105583;SRB;Dusan Lajovic;84.0;635.0;;289;114.0;R16;3-6 6-0 6-3;Clay;20170501;2017-7163;A;Istanbul;68.0;40.0;11.0;12.0;0.0;14.0;10.0;1.0;94.0;34.85;;R;183.0;104022;RUS;Mikhail Youzhny;88.0;620.0;;0
3;31.0;25.0;17.0;9.0;8.0;3.0;3.0;3.0;59.0;31.5;;R;196.0;104607;CZE;Tomas Berdych;14.0;2790.0;10.0;257;71.0;R64;6-3 6-2;Hard;20170320;2017-M007;M;Miami Masters;26.0;17.0;10.0;8.0;0.0;8.0;5.0;2.0;48.0;19.41;WC;R;;126094;RUS;Andrey Rublev;130.0;460.0;;0
3;35.0;29.0;16.0;11.0;5.0;0.0;0.0;0.0;51.0;21.05;;R;198.0;100644;GER;Alexander Zverev;3.0;5195.0;2.0;294;78.0;QF;6-4 7-5;Clay;20180507;2018-M021;M;Madrid Masters;66.0;43.0;4.0;11.0;9.0;7.0;5.0;0.0;77.0;33.03;;R;206.0;104545;USA;John Isner;9.0;3125.0;7.0;0
3;23.0;17.0;12.0;9.0;5.0;9.0;5.0;9.0;59.0;26.57;;R;190.0;105208;LAT;Ernests Gulbis;16.0;1910.0;14.0;61;78.0;R64;6-2 6-4;Hard;20150325;2015-403;M;Miami Masters;49.0;33.0;8.0;9.0;0.0;1.0;0.0;1.0;62.0;30.99;;R;185.0;104338;ARG;Juan Monaco;46.0;940.0;;1
5;46.0;38.0;20.0;14.0;12.0;1.0;1.0;1.0;71.0;22.97;;L;;106210;CZE;Jiri Vesely;64.0;780.0;;204;93.0;R32;6-2 6-2 7-5;Grass;20160627;2016-540;G;Wimbledon;50.0;35.0;9.0;14.0;2.0;8.0;3.0;1.0;74.0;27.24;;R;185.0;105311;POR;Joao Sousa;31.0;1275.0;31.0;0
5;69.0;55.0;26.0;17.0;9.0;9.0;7.0;10.0;124.0;25.41;;R;;105967;SUI;Henri Laaksonen;94.0;574.0;;127;154.0;R128;6-4 7-6(3) 7-6(5);Hard;20170828;2017-560;G;US Open;66.0;55.0;23.0;17.0;16.0;4.0;3.0;6.0;104.0;28.93;;R;198.0;105223;ARG;Juan Martin Del Potro;28.0;1460.0;24.0;1
3;51.0;39.0;11.0;11.0;14.0;3.0;2.0;1.0;73.0;23.76;;R;193.0;106071;AUS;Bernard Tomic;22.0;1645.0;12.0;272;93.0;R32;6-3 7-6(4);Hard;20160725;2016-0421;M;Canada Masters;42.0;28.0;17.0;10.0;2.0;8.0;6.0;6.0;75.0;25.36;WC;R;;105731;CAN;Steven Diez;192.0;285.0;;0
3;30.0;24.0;5.0;6.0;10.0;0.0;0.0;0.0;38.0;27.79;;R;188.0;105449;USA;Steve Johnson;45.0;1045.0;;258;47.0;R64;7-6(5) 0-0 RET;Hard;20171009;2017-5014;M;Shanghai Masters;25.0;20.0;8.0;6.0;13.0;0.0;0.0;3.0;39.0;22.45;;R;193.0;106401;AUS;Nick Kyrgios;21.0;2045.0;13.0;0
5;31.0;20.0;15.0;11.0;1.0;9.0;3.0;3.0;71.0;34.11;;L;185.0;103813;FIN;Jarkko Nieminen;105.0;521.0;;21;;R128;6-3 6-1 6-1;Hard;20150831;2015-560;G;US Open;37.0;32.0;21.0;12.0;16.0;0.0;0.0;1.0;70.0;30.37;;R;188.0;104542;FRA;Jo Wilfried Tsonga;18.0;1675.0;19.0;1
3;49.0;38.0;25.0;15.0;6.0;5.0;3.0;5.0;93.0;26.96;;R;;105526;GER;Jan Lennard Struff;59.0;803.0;;296;128.0;QF;3-6 7-5 6-3;Clay;20170410;2017-0360;A;Marrakech;54.0;44.0;22.0;15.0;4.0;9.0;8.0;1.0;93.0;33.48;;R;178.0;104259;GER;Philipp Kohlschreiber;32.0;1270.0;3.0;1
3;41.0;24.0;23.0;11.0;1.0;6.0;3.0;3.0;83.0;27.41;;R;188.0;105449;USA;Steve Johnson;26.0;1565.0;5.0;295;94.0;QF;6-4 7-5;Clay;20170522;2017-0322;A;Geneva;37.0;30.0;12.0;11.0;6.0;5.0;4.0;1.0;55.0;29.75;Q;L;190.0;104999;GER;Mischa Zverev;33.0;1165.0;;1
3;44.0;30.0;19.0;12.0;1.0;7.0;5.0;0.0;75.0;28.3;;R;178.0;105453;JPN;Kei Nishikori;36.0;1280.0;;287;106.0;R16;6-0 2-6 6-3;Clay;20180416;2018-0410;M;Monte Carlo Masters;41.0;26.0;16.0;11.0;3.0;9.0;5.0;1.0;73.0;34.15;Q;R;190.0;104312;ITA;Andreas Seppi;62.0;851.0;;0
5;111.0;79.0;22.0;24.0;11.0;22.0;17.0;6.0;161.0;27.64;;L;203.0;104932;FRA;Kenny De Schepper;94.0;565.0;;45;197.0;R128;4-6 6-2 6-7(4) 6-3 6-4;Hard;20150119;2015-580;G;Australian Open;100.0;75.0;38.0;25.0;14.0;13.0;11.0;6.0;171.0;29.49;;R;196.0;104586;CZE;Lukas Rosol;30.0;1210.0;28.0;1
3;34.0;21.0;5.0;8.0;1.0;6.0;2.0;3.0;54.0;23.12;;R;;111513;SRB;Laslo Djere;100.0;578.0;;295;81.0;QF;6-4 6-1;Clay;20180716;2018-0439;A;Umag;50.0;30.0;12.0;9.0;0.0;4.0;3.0;0.0;65.0;25.79;;R;;106065;ITA;Marco Cecchinato;27.0;1510.0;3.0;1
5;78.0;63.0;28.0;19.0;29.0;3.0;3.0;6.0;119.0;24.5;;R;196.0;105683;CAN;Milos Raonic;8.0;4440.0;7.0;80;;R64;6-0 6-2 6-7(5) 7-6(4);Grass;20150629;2015-540;G;Wimbledon;80.0;55.0;21.0;19.0;4.0;11.0;6.0;1.0;115.0;37.24;;R;188.0;103163;GER;Tommy Haas;861.0;20.0;;0
3;36.0;27.0;11.0;8.0;5.0;4.0;4.0;1.0;58.0;28.77;;R;173.0;105216;JPN;Yuichi Sugita;66.0;725.0;;280;74.0;R32;6-1 6-3;Grass;20170626;2017-7650;A;Antalya;33.0;19.0;8.0;8.0;4.0;6.0;2.0;3.0;54.0;29.58;Q;R;188.0;105051;AUS;Matthew Ebden;272.0;189.0;;0
5;61.0;49.0;22.0;17.0;5.0;4.0;3.0;5.0;97.0;32.8;;R;175.0;103970;ESP;David Ferrer;10.0;4145.0;9.0;25;145.0;R128;6-7(2) 6-2 6-0 6-3;Hard;20150119;2015-580;G;Australian Open;62.0;34.0;29.0;18.0;4.0;10.0;2.0;4.0;117.0;27.06;;L;188.0;105064;BRA;Thomaz Bellucci;65.0;753.0;;0
3;35.0;30.0;3.0;8.0;3.0;2.0;2.0;0.0;41.0;28.63;;R;193.0;104792;FRA;Gael Monfils;15.0;2020.0;2.0;20;55.0;R16;6-1 6-2;Clay;20150420;2015-773;A;Bucharest;31.0;15.0;4.0;7.0;1.0;6.0;2.0;1.0;41.0;32.82;;R;183.0;104022;RUS;Mikhail Youzhny;57.0;815.0;;0
3;35.0;27.0;17.0;11.0;7.0;2.0;1.0;2.0;64.0;25.05;;R;188.0;105449;USA;Steve Johnson;39.0;968.0;8.0;7;89.0;R32;7-5 6-4;Hard;20150112;2015-301;A;Auckland;57.0;39.0;10.0;11.0;6.0;7.0;4.0;1.0;85.0;25.79;;R;185.0;105311;POR;Joao Sousa;52.0;822.0;;0
3;52.0;36.0;21.0;15.0;6.0;9.0;4.0;5.0;93.0;31.73;;R;188.0;104919;ARG;Leonardo Mayer;49.0;920.0;7.0;273;148.0;R32;6-4 6-7(5) 6-3;Clay;20190204;2019-9158;A;Cordoba;64.0;41.0;25.0;16.0;3.0;6.0;3.0;6.0;106.0;28.33;;L;190.0;105643;ARG;Federico Delbonis;77.0;696.0;;1
5;124.0;90.0;21.0;29.0;25.0;17.0;10.0;7.0;176.0;26.42;;R;196.0;105683;CAN;Milos Raonic;6.0;4450.0;5.0;216;257.0;R16;4-6 7-6(2) 6-7(6) 6-4 8-6;Clay;20170529;2017-520;G;Roland Garros;153.0;101.0;27.0;29.0;10.0;18.0;12.0;0.0;206.0;25.88;;R;188.0;105807;ESP;Pablo Carreno Busta;21.0;2045.0;20.0;1
3;;;;;;;;;;21.44;;R;;106293;BEL;Kimmer Coppejans;102.0;514.0;;4;;RR;2-6 6-2 6-3;Clay;20150717;2015-D012;D;Davis Cup WG QF: BEL vs CAN;;;;;;;;;;30.8;;R;185.0;104433;CAN;Frank Dancevic;272.0;178.0;;0
5;27.0;17.0;11.0;9.0;3.0;12.0;6.0;5.0;60.0;29.75;;R;188.0;105053;COL;Santiago Giraldo;129.0;441.0;;174;87.0;R64;6-2 6-1 3-0 RET;Hard;20170828;2017-560;G;US Open;35.0;28.0;17.0;9.0;7.0;8.0;8.0;3.0;64.0;33.87;;R;178.0;104259;GER;Philipp Kohlschreiber;37.0;1135.0;33.0;1
3;46.0;35.0;29.0;16.0;6.0;5.0;1.0;3.0;95.0;26.81;Q;R;185.0;105539;RUS;Evgeny Donskoy;116.0;493.0;;291;122.0;R16;3-6 7-6(7) 7-6(5);Hard;20170227;2017-0495;A;Dubai;80.0;59.0;15.0;17.0;12.0;4.0;1.0;2.0;109.0;35.56;;R;185.0;103819;SUI;Roger Federer;10.0;3260.0;3.0;0
5;97.0;66.0;30.0;22.0;15.0;11.0;9.0;5.0;152.0;34.08;;R;185.0;103898;FRA;Julien Benneteau;696.0;38.0;;121;173.0;R128;6-3 6-7 6-3 7-6;Hard;20160118;2016-580;G;Australian Open;73.0;64.0;37.0;22.0;38.0;4.0;4.0;5.0;134.0;30.41;;R;183.0;104597;ESP;Nicolas Almagro;73.0;694.0;;1
